name,iso,id,country,admin_level,category,range_type,range,population,under_5_population,under_5_population_share,under_5_population_interval,under_5_population_interval_share,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,adults_population,adults_population_share,adults_population_interval,adults_population_interval_share,women_childbearing_population,women_childbearing_population_share,women_childbearing_population_interval,women_childbearing_population_interval_share,elderly_population,elderly_population_share,elderly_population_interval,elderly_population_interval_share,population_share,population_interval,population_interval_share
Madaripur,,16705992B87985099055959,BGD,ADM2,primary_healthcare,TIME,5400,1121294,99056,94.8,1075,1.03,433689,94.79,4725,1.03,1025111,94.79,11191,1.03,313463,94.79,3427,1.04,104954,94.79,1149,1.04,94.79,12244,1.04
Madaripur,,16705992B87985099055959,BGD,ADM2,primary_healthcare,TIME,6000,1126040,99475,95.2,419,0.4,435524,95.2,1835,0.4,1029450,95.19,4339,0.4,314790,95.19,1327,0.4,105398,95.2,444,0.4,95.19,4746,0.4
Madaripur,,16705992B87985099055959,BGD,ADM2,primary_healthcare,TIME,6600,1135339,100295,95.99,820,0.78,439120,95.98,3596,0.79,1037952,95.98,8502,0.79,317389,95.98,2599,0.79,106268,95.98,870,0.79,95.98,9299,0.79
Madaripur,,16705992B87985099055959,BGD,ADM2,primary_healthcare,TIME,7200,1137510,100487,96.17,192,0.18,439959,96.16,839,0.18,1039937,96.16,1985,0.18,317996,96.16,607,0.18,106471,96.16,203,0.18,96.16,2171,0.18
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,600,14003346,964981,87.95,964981,87.95,4451250,87.99,4451250,87.99,13429350,88.06,13429350,88.06,4202526,88.04,4202526,88.04,683539,87.65,683539,87.65,88.04,14003346,88.04
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,1200,14981287,1033096,94.15,68115,6.21,4763876,94.17,312626,6.18,14365530,94.2,936180,6.14,4495998,94.19,293472,6.15,732950,93.99,49411,6.34,94.19,977941,6.15
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,1800,15268065,1053112,95.98,20016,1.82,4855495,95.99,91619,1.81,14639583,95.99,274053,1.8,4582017,95.99,86019,1.8,747919,95.91,14969,1.92,95.99,286778,1.8
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,2400,15675685,1081318,98.55,28206,2.57,4985254,98.55,129759,2.57,15029952,98.55,390369,2.56,4704304,98.55,122287,2.56,768358,98.53,20439,2.62,98.55,407620,2.56
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,3000,15790379,1089233,99.27,7915,0.72,5021724,99.27,36470,0.72,15139882,99.27,109930,0.72,4738721,99.27,34417,0.72,774020,99.25,5662,0.73,99.27,114694,0.72
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,3600,15844944,1093000,99.61,3767,0.34,5039071,99.62,17347,0.34,15192165,99.62,52283,0.34,4755092,99.62,16371,0.34,776729,99.6,2709,0.35,99.62,54565,0.34
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,4200,15861693,1094160,99.72,1160,0.11,5044399,99.72,5328,0.11,15208197,99.72,16032,0.11,4760117,99.72,5025,0.11,777577,99.71,848,0.11,99.72,16749,0.11
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,4800,15862196,1094194,99.72,34,0.0,5044558,99.72,159,0.0,15208680,99.72,483,0.0,4760268,99.72,151,0.0,777601,99.71,24,0.0,99.72,503,0.0
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,5400,15862730,1094231,99.73,37,0.0,5044728,99.73,170,0.0,15209191,99.73,511,0.0,4760428,99.73,160,0.0,777627,99.72,26,0.0,99.73,534,0.0
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,6000,15862975,1094249,99.73,18,0.0,5044807,99.73,79,0.0,15209426,99.73,235,0.0,4760501,99.73,73,0.0,777640,99.72,13,0.0,99.73,245,0.0
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,6600,15864508,1094354,99.74,105,0.01,5045294,99.74,487,0.01,15210896,99.74,1470,0.01,4760961,99.74,460,0.01,777715,99.73,75,0.01,99.74,1533,0.01
Dhaka,,16705992B90744549146712,BGD,ADM2,primary_healthcare,TIME,7200,15866081,1094462,99.75,108,0.01,5045794,99.75,500,0.01,15212405,99.75,1509,0.01,4761433,99.75,472,0.01,777792,99.74,77,0.01,99.75,1573,0.01
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,600,232026,22401,16.94,22401,16.94,86076,16.94,86076,16.94,213349,16.94,213349,16.94,64333,16.94,64333,16.94,20491,16.94,20491,16.94,16.94,232026,16.94
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,1200,456183,44028,33.3,21627,16.36,169188,33.3,83112,16.36,419468,33.31,206119,16.37,126515,33.32,62182,16.38,40282,33.31,19791,16.36,33.31,224157,16.37
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,1800,947493,91494,69.2,47466,35.9,351556,69.2,182368,35.9,871218,69.19,451750,35.88,262668,69.18,136153,35.86,83687,69.2,43405,35.89,69.19,491310,35.88
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,2400,1168226,112806,85.32,21312,16.12,433449,85.32,81893,16.12,1074183,85.31,202965,16.12,323871,85.3,61203,16.12,103181,85.31,19494,16.12,85.31,220733,16.12
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,3000,1263224,121983,92.26,9177,6.94,468707,92.26,35258,6.94,1161532,92.25,87349,6.94,350200,92.24,26329,6.93,111573,92.25,8392,6.94,92.25,94998,6.94
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,3600,1288585,124408,94.09,2425,1.83,478039,94.09,9332,1.84,1184862,94.1,23330,1.85,357285,94.1,7085,1.87,113803,94.1,2230,1.84,94.1,25361,1.85
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,4200,1294475,124977,94.52,569,0.43,480226,94.53,2187,0.43,1190277,94.53,5415,0.43,358917,94.53,1632,0.43,114324,94.53,521,0.43,94.53,5890,0.43
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,4800,1298230,125340,94.8,363,0.27,481620,94.8,1394,0.27,1193730,94.8,3453,0.27,359957,94.81,1040,0.27,114655,94.8,331,0.27,94.8,3755,0.27
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,5400,1302969,125798,95.15,458,0.35,483380,95.15,1760,0.35,1198087,95.15,4357,0.35,361270,95.15,1313,0.35,115074,95.15,419,0.35,95.15,4739,0.35
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,6000,1309438,126423,95.62,625,0.47,485781,95.62,2401,0.47,1204035,95.62,5948,0.47,363063,95.63,1793,0.47,115646,95.62,572,0.47,95.62,6469,0.47
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,6600,1311043,126578,95.74,155,0.12,486377,95.74,596,0.12,1205511,95.74,1476,0.12,363507,95.74,444,0.12,115788,95.74,142,0.12,95.74,1605,0.12
Sherpur,,16705992B90842308963557,BGD,ADM2,primary_healthcare,TIME,7200,1311443,126616,95.76,38,0.03,486526,95.77,149,0.03,1205879,95.77,368,0.03,363618,95.77,111,0.03,115823,95.77,35,0.03,95.77,400,0.03
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,600,48993,4704,4.02,4704,4.02,19793,4.02,19793,4.02,44578,4.02,44578,4.02,13584,4.01,13584,4.01,4798,4.02,4798,4.02,4.02,48993,4.02
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,1200,255889,24572,21.02,19868,16.99,103389,21.0,83596,16.98,232828,20.99,188250,16.97,70950,20.97,57366,16.95,25062,21.0,20264,16.98,20.99,206896,16.97
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,1800,447610,42961,36.74,18389,15.73,180804,36.73,77415,15.73,407283,36.72,174455,15.73,124115,36.68,53165,15.71,43828,36.73,18766,15.73,36.72,191721,15.73
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,2400,568932,54595,46.69,11634,9.95,229787,46.68,48983,9.95,517681,46.67,110398,9.95,157759,46.62,33644,9.94,55701,46.68,11873,9.95,46.67,121322,9.95
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,3000,723838,69446,59.39,14851,12.7,292320,59.38,62533,12.7,658641,59.38,140960,12.71,200717,59.32,42958,12.7,70859,59.38,15158,12.7,59.38,154906,12.71
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,3600,886726,85104,72.78,15658,13.39,358170,72.76,65850,13.38,806840,72.74,148199,13.36,245876,72.67,45159,13.35,86822,72.75,15963,13.38,72.74,162888,13.36
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,4200,914709,87785,75.08,2681,2.29,369463,75.05,11293,2.29,832304,75.04,25464,2.3,253637,74.96,7761,2.29,89560,75.05,2738,2.29,75.04,27983,2.3
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,4800,957978,91944,78.63,4159,3.56,386955,78.61,17492,3.55,871671,78.59,39367,3.55,265633,78.51,11996,3.55,93800,78.6,4240,3.55,78.59,43269,3.55
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,5400,984886,94531,80.85,2587,2.21,397832,80.82,10877,2.21,896153,80.79,24482,2.21,273093,80.71,7460,2.2,96437,80.81,2637,2.21,80.79,26908,2.21
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,6000,990848,95101,81.33,570,0.49,400235,81.3,2403,0.49,901579,81.28,5426,0.49,274747,81.2,1654,0.49,97019,81.3,582,0.49,81.28,5962,0.49
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,6600,997371,95725,81.87,624,0.53,402866,81.84,2631,0.53,907516,81.82,5937,0.54,276556,81.73,1809,0.53,97657,81.83,638,0.53,81.82,6523,0.54
Shariatpur,,16705992B92388810566131,BGD,ADM2,primary_healthcare,TIME,7200,1001925,96162,82.24,437,0.37,404707,82.21,1841,0.37,911659,82.19,4143,0.37,277819,82.11,1263,0.37,98103,82.21,446,0.37,82.19,4554,0.37
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,600,4781534,404107,56.59,404107,56.59,1836198,56.62,1836198,56.62,4505090,56.65,4505090,56.65,1439232,56.67,1439232,56.67,313848,56.64,313848,56.64,56.65,4781534,56.65
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,1200,5976859,505130,70.74,101023,14.15,2295229,70.78,459031,14.16,5631309,70.81,1126219,14.16,1799021,70.84,359789,14.17,392305,70.8,78457,14.16,70.81,1195325,14.16
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,1800,6484606,548139,76.76,43009,6.02,2490479,76.8,195250,6.02,6109553,76.83,478244,6.01,1951768,76.85,152747,6.01,425779,76.84,33474,6.04,76.83,507747,6.02
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,2400,7043747,595480,83.39,47341,6.63,2705369,83.43,214890,6.63,6636398,83.45,526845,6.63,2119966,83.47,168198,6.62,462450,83.46,36671,6.62,83.45,559141,6.62
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,3000,7510069,635167,88.95,39687,5.56,2884894,88.96,179525,5.54,7075841,88.98,439443,5.53,2259991,88.99,140025,5.51,492976,88.96,30526,5.51,88.98,466322,5.52
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,3600,7762274,656630,91.95,21463,3.01,2982035,91.96,97141,3.0,7313510,91.97,237669,2.99,2335727,91.97,75736,2.98,509486,91.94,16510,2.98,91.97,252205,2.99
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,4200,8018643,678304,94.99,21674,3.04,3080463,95.0,98428,3.04,7555057,95.0,241547,3.04,2412839,95.0,77112,3.04,526313,94.98,16827,3.04,95.0,256369,3.04
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,4800,8037200,679872,95.21,1568,0.22,3087589,95.21,7126,0.22,7572542,95.22,17485,0.22,2418425,95.22,5586,0.22,527531,95.2,1218,0.22,95.22,18557,0.22
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,5400,8041523,680237,95.26,365,0.05,3089249,95.27,1660,0.05,7576615,95.28,4073,0.05,2419726,95.27,1301,0.05,527815,95.25,284,0.05,95.27,4323,0.05
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,6000,8063016,682054,95.52,1817,0.25,3097503,95.52,8254,0.25,7596865,95.53,20250,0.25,2426195,95.53,6469,0.25,529225,95.51,1410,0.25,95.53,21493,0.25
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,6600,8065524,682266,95.54,212,0.03,3098466,95.55,963,0.03,7599228,95.56,2363,0.03,2426950,95.56,755,0.03,529390,95.54,165,0.03,95.56,2508,0.03
Chittagong,,16705992B94200136889214,BGD,ADM2,primary_healthcare,TIME,7200,8068516,682519,95.58,253,0.04,3099615,95.59,1149,0.04,7602047,95.6,2819,0.04,2427851,95.59,901,0.04,529586,95.57,196,0.04,95.59,2992,0.04
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,600,58564,5609,2.28,5609,2.28,23063,2.28,23063,2.28,54472,2.27,54472,2.27,16682,2.27,16682,2.27,4550,2.29,4550,2.29,2.27,58564,2.27
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,1200,442337,42299,17.19,36690,14.91,173987,17.18,150924,14.91,411512,17.16,357040,14.89,126096,17.15,109414,14.88,34284,17.22,29734,14.94,17.16,383773,14.89
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,1800,1496480,142589,57.94,100290,40.75,586975,57.98,412988,40.79,1392926,58.07,981414,40.92,427340,58.11,301244,40.96,115259,57.9,80975,40.68,58.06,1054143,40.9
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,2400,2154663,205478,83.49,62889,25.55,845700,83.53,258725,25.55,2005302,83.6,612376,25.53,615040,83.63,187700,25.52,166216,83.49,50957,25.6,83.59,658183,25.54
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,3000,2234483,213105,86.59,7627,3.1,877081,86.63,31381,3.1,2079572,86.7,74270,3.1,637803,86.72,22763,3.1,172390,86.6,6174,3.1,86.69,79820,3.1
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,3600,2255229,215091,87.4,1986,0.81,885248,87.44,8167,0.81,2098870,87.5,19298,0.8,643714,87.53,5911,0.8,174000,87.41,1610,0.81,87.5,20746,0.8
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,4200,2265519,216077,87.8,986,0.4,889301,87.84,4053,0.4,2108441,87.9,9571,0.4,646645,87.92,2931,0.4,174800,87.81,800,0.4,87.9,10290,0.4
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,4800,2349819,224151,91.08,8074,3.28,922499,91.11,33198,3.28,2186850,91.17,78409,3.27,670658,91.19,24013,3.27,181349,91.1,6549,3.29,91.17,84300,3.27
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,5400,2577503,246108,100.0,21957,8.92,1012459,100.0,89960,8.89,2398593,100.0,211743,8.83,735460,100.0,64802,8.81,199073,100.0,17724,8.9,100.0,227684,8.83
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,6000,2577503,246108,100.0,0,0.0,1012459,100.0,0,0.0,2398593,100.0,0,0.0,735460,100.0,0,0.0,199073,100.0,0,0.0,100.0,0,0.0
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,6600,2577503,246108,100.0,0,0.0,1012459,100.0,0,0.0,2398593,100.0,0,0.0,735460,100.0,0,0.0,199073,100.0,0,0.0,100.0,0,0.0
Narsingdi,,16705992B95243043657125,BGD,ADM2,primary_healthcare,TIME,7200,2577503,246108,100.0,0,0.0,1012459,100.0,0,0.0,2398593,100.0,0,0.0,735460,100.0,0,0.0,199073,100.0,0,0.0,100.0,0,0.0
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,600,16274,1724,0.45,1724,0.45,7111,0.45,7111,0.45,15052,0.45,15052,0.45,4704,0.45,4704,0.45,1348,0.45,1348,0.45,0.45,16274,0.45
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,1200,359204,38067,9.96,36343,9.51,156984,9.96,149873,9.51,332244,9.96,317192,9.51,103836,9.96,99132,9.51,29770,9.96,28422,9.51,9.96,342930,9.51
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,1800,1564486,165858,43.4,127791,33.44,683833,43.4,526849,33.43,1447083,43.39,1114839,33.43,452213,43.39,348377,33.42,129641,43.38,99871,33.42,43.39,1205282,33.43
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,2400,2377890,252060,65.95,86202,22.55,1039281,65.95,355448,22.56,2199427,65.95,752344,22.56,687345,65.94,235132,22.56,197064,65.94,67423,22.56,65.95,813404,22.56
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,3000,2836887,300655,78.67,48595,12.71,1239706,78.67,200425,12.72,2623943,78.67,424516,12.73,820051,78.68,132706,12.73,235136,78.68,38072,12.74,78.68,458997,12.73
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,3600,3185958,337673,88.35,37018,9.69,1392296,88.35,152590,9.68,2946819,88.36,322876,9.68,920943,88.36,100892,9.68,264061,88.36,28925,9.68,88.36,349071,9.68
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,4200,3306998,350512,91.71,12839,3.36,1445220,91.71,52924,3.36,3058780,91.71,111961,3.36,955925,91.71,34982,3.36,274087,91.71,10026,3.35,91.71,121040,3.36
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,4800,3312231,351067,91.86,555,0.15,1447508,91.86,2288,0.15,3063621,91.86,4841,0.15,957438,91.86,1513,0.15,274521,91.86,434,0.15,91.86,5233,0.15
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,5400,3315821,351448,91.96,381,0.1,1449078,91.96,1570,0.1,3066941,91.96,3320,0.1,958475,91.96,1037,0.1,274818,91.96,297,0.1,91.96,3590,0.1
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,6000,3320093,351901,92.07,453,0.12,1450946,92.08,1868,0.12,3070892,92.08,3951,0.12,959710,92.08,1235,0.12,275172,92.07,354,0.12,92.08,4272,0.12
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,6600,3322881,352197,92.15,296,0.08,1452165,92.15,1219,0.08,3073471,92.15,2579,0.08,960516,92.15,806,0.08,275403,92.15,231,0.08,92.15,2788,0.08
Noakhali,,16705992B96773862439533,BGD,ADM2,primary_healthcare,TIME,7200,3329411,352890,92.33,693,0.18,1455020,92.33,2855,0.18,3079512,92.33,6041,0.18,962403,92.33,1887,0.18,275944,92.33,541,0.18,92.33,6530,0.18
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,600,113415,10668,5.23,10668,5.23,40866,5.23,40866,5.23,104565,5.23,104565,5.23,33063,5.23,33063,5.23,9737,5.23,9737,5.23,5.23,113415,5.23
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,1200,343334,32296,15.84,21628,10.61,123720,15.84,82854,10.61,316550,15.84,211985,10.61,100106,15.84,67043,10.61,29469,15.84,19732,10.61,15.84,229919,10.61
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,1800,716677,67411,33.06,35115,17.22,258288,33.07,134568,17.23,660791,33.06,344241,17.22,208946,33.06,108840,17.22,61492,33.06,32023,17.22,33.06,373343,17.22
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,2400,1133468,106619,52.29,39208,19.23,408480,52.3,150192,19.23,1045071,52.29,384280,19.23,330482,52.29,121536,19.23,97264,52.29,35772,19.23,52.29,416791,19.23
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,3000,1357492,127692,62.63,21073,10.34,489209,62.63,80729,10.34,1251621,62.63,206550,10.33,395806,62.62,65324,10.34,116490,62.63,19226,10.34,62.63,224024,10.33
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,3600,1626723,153020,75.05,25328,12.42,586222,75.05,97013,12.42,1499848,75.05,248227,12.42,474319,75.05,78513,12.42,139600,75.05,23110,12.42,75.05,269231,12.42
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,4200,1790720,168448,82.62,15428,7.57,645317,82.62,59095,7.57,1651051,82.61,151203,7.57,522142,82.61,47823,7.57,153677,82.62,14077,7.57,82.61,163997,7.57
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,4800,1856103,174592,85.63,6144,3.01,668848,85.63,23531,3.01,1711341,85.63,60290,3.02,541203,85.63,19061,3.02,159281,85.63,5604,3.01,85.63,65383,3.02
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,5400,1912457,179893,88.23,5301,2.6,689154,88.23,20306,2.6,1763299,88.23,51958,2.6,557637,88.23,16434,2.6,164118,88.23,4837,2.6,88.23,56354,2.6
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,6000,1967833,185094,90.78,5201,2.55,709084,90.78,19930,2.55,1814361,90.78,51062,2.55,573781,90.78,16144,2.55,168865,90.78,4747,2.55,90.78,55376,2.55
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,6600,2043457,192209,94.27,7115,3.49,736333,94.27,27249,3.49,1884085,94.27,69724,3.49,595835,94.27,22054,3.49,175357,94.27,6492,3.49,94.27,75624,3.49
Kurigram,,16705992B97164497642406,BGD,ADM2,primary_healthcare,TIME,7200,2048318,192666,94.5,457,0.22,738085,94.5,1752,0.22,1888567,94.49,4482,0.22,597252,94.5,1417,0.22,175774,94.5,417,0.22,94.49,4861,0.22
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,600,440540,36299,28.33,36299,28.33,157706,28.32,157706,28.32,404512,28.29,404512,28.29,129988,28.3,129988,28.3,39474,28.46,39474,28.46,28.3,440540,28.3
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,1200,959057,78990,61.66,42691,33.32,343230,61.65,185524,33.32,880778,61.6,476266,33.31,283006,61.61,153018,33.31,85781,61.85,46307,33.39,61.62,518517,33.32
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,1800,1281743,105527,82.37,26537,20.71,458586,82.36,115356,20.72,1177483,82.35,296705,20.75,378296,82.35,95290,20.74,114286,82.4,28505,20.55,82.35,322686,20.73
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,2400,1456661,119878,93.57,14351,11.2,521023,93.58,62437,11.21,1338281,93.59,160798,11.25,429931,93.59,51635,11.24,129774,93.57,15488,11.17,93.59,174918,11.24
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,3000,1486493,122329,95.49,2451,1.91,531680,95.49,10657,1.91,1365696,95.51,27415,1.92,438736,95.51,8805,1.92,132425,95.48,2651,1.91,95.51,29832,1.92
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,3600,1490998,122700,95.78,371,0.29,533293,95.78,1613,0.29,1369833,95.8,4137,0.29,440065,95.8,1329,0.29,132828,95.77,403,0.29,95.8,4505,0.29
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,4200,1505738,123915,96.72,1215,0.95,538570,96.73,5277,0.95,1383366,96.75,13533,0.95,444414,96.75,4349,0.95,134150,96.73,1322,0.95,96.74,14740,0.95
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,4800,1507964,124099,96.87,184,0.14,539369,96.87,799,0.14,1385410,96.89,2044,0.14,445071,96.89,657,0.14,134349,96.87,199,0.14,96.89,2226,0.14
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,5400,1511714,124426,97.12,327,0.26,540774,97.13,1405,0.25,1388857,97.13,3447,0.24,446175,97.13,1104,0.24,134682,97.11,333,0.24,97.13,3750,0.24
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,6000,1516854,124850,97.45,424,0.33,542616,97.46,1842,0.33,1393576,97.46,4719,0.33,447691,97.46,1516,0.33,135143,97.44,461,0.33,97.46,5140,0.33
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,6600,1518378,124976,97.55,126,0.1,543162,97.55,546,0.1,1394976,97.56,1400,0.1,448140,97.56,449,0.1,135280,97.54,137,0.1,97.56,1524,0.1
Munshiganj,,16705992B99884694518333,BGD,ADM2,primary_healthcare,TIME,7200,1521657,125246,97.76,270,0.21,544336,97.76,1174,0.21,1397986,97.77,3010,0.21,449107,97.77,967,0.21,135574,97.75,294,0.21,97.77,3279,0.21
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,600,3080257,242352,14.89,242352,14.89,1029562,15.09,1029562,15.09,2858591,15.17,2858591,15.17,927254,15.24,927254,15.24,245762,14.97,245762,14.97,15.15,3080257,15.15
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,1200,6421174,515523,31.68,273171,16.79,2161717,31.69,1132155,16.6,5955301,31.6,3096710,16.43,1921269,31.58,994015,16.34,516104,31.44,270342,16.47,31.58,3340917,16.43
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,1800,10132123,817130,50.21,301607,18.53,3416678,50.09,1254961,18.4,9395421,49.85,3440120,18.25,3027281,49.76,1106012,18.18,815962,49.71,299858,18.27,49.84,3710949,18.25
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,2400,13709090,1105853,67.95,288723,17.74,4616203,67.68,1199525,17.59,12709595,67.43,3314174,17.58,4094099,67.29,1066818,17.53,1106737,67.42,290775,17.71,67.43,3576967,17.59
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,3000,16047481,1291349,79.35,185496,11.4,5392541,79.06,776338,11.38,14875014,78.92,2165419,11.49,4794645,78.81,700546,11.51,1298000,79.08,191263,11.65,78.94,2338391,11.5
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,3600,17535161,1406921,86.45,115572,7.1,5880750,86.22,488209,7.16,16253118,86.24,1378104,7.31,5242944,86.17,448299,7.37,1419215,86.46,121215,7.38,86.25,1487680,7.32
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,4200,18217604,1457495,89.56,50574,3.11,6104493,89.5,223743,3.28,16887508,89.6,634390,3.37,5451264,89.6,208320,3.42,1472607,89.71,53392,3.25,89.61,682443,3.36
Rajshani,BD-E,32408957B27409320841034,BGD,ADM1,primary_healthcare,TIME,4800,19067160,1521480,93.49,63985,3.93,6381778,93.56,277285,4.07,17675698,93.78,788190,4.18,5709479,93.84,258215,4.24,1540618,93.86,68011,4.14,93.79,849556,4.18
