name,iso,id,country,admin_level,category,range_type,range,population,school_age_population,school_age_population_share,school_age_population_interval,school_age_population_interval_share,population_share,population_interval,population_interval_share
Faridpur,,16705992B67131385183639,BGD,ADM2,education,DISTANCE,40000,1518740,563953,76.19,5227,0.71,76.17,14157,0.71
Faridpur,,16705992B67131385183639,BGD,ADM2,education,DISTANCE,45000,1548473,574993,77.68,11040,1.49,77.66,29733,1.49
Faridpur,,16705992B67131385183639,BGD,ADM2,education,DISTANCE,50000,1732563,643371,86.92,68378,9.24,86.89,184090,9.23
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,5000,499186,199284,20.22,199284,20.22,20.22,499186,20.22
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,10000,1034739,413099,41.91,213815,21.69,41.92,535553,21.69
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,15000,1705539,680918,69.09,267819,27.17,69.09,670800,27.17
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,20000,2150185,858425,87.1,177507,18.01,87.1,444646,18.01
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,25000,2285259,912381,92.57,53956,5.47,92.57,135074,5.47
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,30000,2292168,915139,92.85,2758,0.28,92.85,6909,0.28
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,35000,2415574,964400,97.85,49261,5.0,97.85,123406,5.0
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,40000,2416809,964893,97.9,493,0.05,97.9,1235,0.05
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,45000,2417853,965310,97.94,417,0.04,97.94,1044,0.04
Chandpur,,16705992B70711841490613,BGD,ADM2,education,DISTANCE,50000,2418355,965510,97.96,200,0.02,97.96,502,0.02
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,5000,567152,215169,28.72,215169,28.72,28.75,567152,28.75
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,10000,1221670,463615,61.88,248446,33.16,61.93,654518,33.18
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,15000,1539290,584385,78.0,120770,16.12,78.03,317620,16.1
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,20000,1788162,679059,90.63,94674,12.64,90.65,248872,12.62
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,25000,1865086,708325,94.54,29266,3.91,94.55,76924,3.9
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,30000,1914261,727034,97.03,18709,2.5,97.04,49175,2.49
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,35000,1920282,729325,97.34,2291,0.31,97.35,6021,0.31
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,40000,1924853,731064,97.57,1739,0.23,97.58,4571,0.23
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,45000,1924853,731064,97.57,0,0.0,97.58,0,0.0
Nilphamari,,16705992B74406959438199,BGD,ADM2,education,DISTANCE,50000,1952937,741749,99.0,10685,1.43,99.0,28084,1.42
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,5000,379303,133834,14.52,133834,14.52,14.52,379303,14.52
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,10000,871242,307432,33.35,173598,18.83,33.34,491939,18.83
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,15000,1228805,433598,47.04,126166,13.69,47.03,357563,13.68
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,20000,1720669,607120,65.86,173522,18.82,65.85,491864,18.82
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,25000,2088106,736779,79.93,129659,14.07,79.92,367437,14.06
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,30000,2321974,819325,88.88,82546,8.95,88.87,233868,8.95
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,35000,2342761,826655,89.68,7330,0.8,89.66,20787,0.8
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,40000,2405912,848885,92.09,22230,2.41,92.08,63151,2.42
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,45000,2430505,857480,93.02,8595,0.93,93.02,24593,0.94
Gaibandha,,16705992B74857221285320,BGD,ADM2,education,DISTANCE,50000,2430655,857530,93.03,50,0.01,93.03,150,0.01
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,5000,515723,193303,28.0,193303,28.0,27.98,515723,27.98
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,10000,702015,263134,38.11,69831,10.11,38.09,186292,10.11
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,15000,893955,335011,48.52,71877,10.41,48.5,191940,10.41
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,20000,1128379,422851,61.24,87840,12.72,61.22,234424,12.72
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,25000,1310075,490881,71.09,68030,9.85,71.08,181696,9.86
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,30000,1373189,514533,74.52,23652,3.43,74.5,63114,3.42
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,35000,1431556,536413,77.69,21880,3.17,77.67,58367,3.17
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,40000,1437411,538608,78.01,2195,0.32,77.99,5855,0.32
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,45000,1488120,557617,80.76,19009,2.75,80.74,50709,2.75
Nawabganj,,16705992B76725860359822,BGD,ADM2,education,DISTANCE,50000,1526929,572165,82.87,14548,2.11,82.85,38809,2.11
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,5000,626116,204946,33.05,204946,33.05,33.05,626116,33.05
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,10000,906220,296633,47.84,91687,14.79,47.84,280104,14.79
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,15000,1168088,382346,61.66,85713,13.82,61.66,261868,13.82
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,20000,1428896,467718,75.43,85372,13.77,75.43,260808,13.77
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,25000,1472043,481841,77.7,14123,2.28,77.71,43147,2.28
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,30000,1503264,492060,79.35,10219,1.65,79.36,31221,1.65
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,35000,1643655,538009,86.76,45949,7.41,86.77,140391,7.41
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,40000,1767701,578615,93.31,40606,6.55,93.32,124046,6.55
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,45000,1854695,607087,97.9,28472,4.59,97.91,86994,4.59
Jhenaidah,,16705992B77509092527129,BGD,ADM2,education,DISTANCE,50000,1854771,607112,97.91,25,0.0,97.91,76,0.0
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,5000,410966,139141,29.07,139141,29.07,28.88,410966,28.88
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,10000,607804,204945,42.82,65804,13.75,42.71,196838,13.83
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,15000,832737,280190,58.54,75245,15.72,58.52,224933,15.81
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,20000,1035802,348316,72.78,68126,14.23,72.79,203065,14.27
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,25000,1150619,387241,80.91,38925,8.13,80.86,114817,8.07
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,30000,1202998,405131,84.65,17890,3.74,84.54,52379,3.68
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,35000,1265912,426132,89.03,21001,4.39,88.96,62914,4.42
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,40000,1288112,433542,90.58,7410,1.55,90.52,22200,1.56
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,45000,1322388,444982,92.97,11440,2.39,92.93,34276,2.41
Bagerhat,,16705992B77600989823530,BGD,ADM2,education,DISTANCE,50000,1325149,445904,93.17,922,0.19,93.12,2761,0.19
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,5000,559040,237057,23.19,237057,23.19,23.18,559040,23.18
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,10000,858460,363798,35.59,126741,12.4,35.59,299420,12.41
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,15000,1163726,493277,48.25,129479,12.67,48.25,305266,12.66
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,20000,1392047,590121,57.73,96844,9.47,57.72,228321,9.47
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,25000,1558648,660792,64.64,70671,6.91,64.62,166601,6.91
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,30000,1884486,798925,78.15,138133,13.51,78.13,325838,13.51
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,35000,2140132,907306,88.75,108381,10.6,88.73,255646,10.6
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,40000,2164447,917610,89.76,10304,1.01,89.74,24315,1.01
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,45000,2165079,917880,89.79,270,0.03,89.77,632,0.03
Habiganj,,16705992B7772300815487,BGD,ADM2,education,DISTANCE,50000,2166553,918505,89.85,625,0.06,89.83,1474,0.06
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,5000,214583,75193,21.55,75193,21.55,21.57,214583,21.57
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,10000,374440,131204,37.61,56011,16.06,37.64,159857,16.07
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,15000,502442,176056,50.46,44852,12.86,50.51,128002,12.87
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,20000,563075,197310,56.56,21254,6.09,56.6,60633,6.1
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,25000,604518,211851,60.73,14541,4.17,60.77,41443,4.17
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,30000,634106,222224,63.7,10373,2.97,63.75,29588,2.97
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,35000,758124,265699,76.16,43475,12.46,76.21,124018,12.47
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,40000,842519,295234,84.63,29535,8.47,84.7,84395,8.48
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,45000,850192,297924,85.4,2690,0.77,85.47,7673,0.77
Magura,,16705992B78415132034426,BGD,ADM2,education,DISTANCE,50000,850262,297948,85.4,24,0.01,85.48,70,0.01
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,5000,512793,167601,34.63,167601,34.63,34.63,512793,34.63
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,10000,768992,251301,51.93,83700,17.3,51.93,256199,17.3
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,15000,895762,292704,60.48,41403,8.56,60.49,126770,8.56
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,20000,1037154,338861,70.02,46157,9.54,70.04,141392,9.55
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,25000,1202867,392988,81.2,54127,11.18,81.23,165713,11.19
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,30000,1207090,394369,81.49,1381,0.29,81.51,4223,0.29
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,35000,1208788,394924,81.6,555,0.11,81.63,1698,0.11
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,40000,1297631,423989,87.61,29065,6.01,87.63,88843,6.0
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,45000,1298665,424327,87.68,338,0.07,87.7,1034,0.07
Manikganj,,16705992B79131283702140,BGD,ADM2,education,DISTANCE,50000,1299722,424672,87.75,345,0.07,87.77,1057,0.07
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,5000,730611,298835,22.68,298835,22.68,22.68,730611,22.68
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,10000,1319665,539665,40.97,240830,18.28,40.97,589054,18.29
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,15000,1838355,751688,57.06,212023,16.09,57.07,518690,16.1
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,20000,2138392,874147,66.36,122459,9.3,66.39,300037,9.31
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,25000,2219534,907348,68.88,33201,2.52,68.91,81142,2.52
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,30000,2341008,957043,72.65,49695,3.77,72.68,121474,3.77
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,35000,2351207,961215,72.97,4172,0.32,72.99,10199,0.32
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,40000,2354209,962444,73.06,1229,0.09,73.09,3002,0.09
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,45000,2355976,963167,73.11,723,0.05,73.14,1767,0.05
Kishoreganj,,16705992B82604838368079,BGD,ADM2,education,DISTANCE,50000,2358414,964165,73.19,998,0.08,73.22,2438,0.08
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,5000,633442,253722,40.8,253722,40.8,40.83,633442,40.83
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,10000,1070605,429309,69.03,175587,28.23,69.02,437163,28.18
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,15000,1187966,476351,76.59,47042,7.56,76.58,117361,7.57
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,20000,1339951,537290,86.39,60939,9.8,86.38,151985,9.8
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,25000,1436781,576083,92.63,38793,6.24,92.62,96830,6.24
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,30000,1476899,592151,95.21,16068,2.58,95.21,40118,2.59
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,35000,1493174,598674,96.26,6523,1.05,96.26,16275,1.05
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,40000,1493895,598963,96.31,289,0.05,96.3,721,0.05
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,45000,1500972,601797,96.76,2834,0.46,96.76,7077,0.46
Feni,,16705992B83268326466345,BGD,ADM2,education,DISTANCE,50000,1501109,601852,96.77,55,0.01,96.77,137,0.01
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,5000,355217,131949,27.11,131949,27.11,27.09,355217,27.09
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,10000,641956,238366,48.97,106417,21.86,48.95,286739,21.87
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,15000,802602,297871,61.2,59505,12.23,61.2,160646,12.25
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,20000,910033,337706,69.38,39835,8.18,69.39,107431,8.19
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,25000,958208,355609,73.06,17903,3.68,73.07,48175,3.67
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,30000,990888,367750,75.56,12141,2.49,75.56,32680,2.49
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,35000,1019535,378295,77.72,10545,2.17,77.74,28647,2.18
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,40000,1081032,401142,82.42,22847,4.69,82.43,61497,4.69
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,45000,1085847,402931,82.78,1789,0.37,82.8,4815,0.37
Lalmonirhat,,16705992B84214314165922,BGD,ADM2,education,DISTANCE,50000,1087589,403579,82.92,648,0.13,82.93,1742,0.13
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,5000,875638,282327,23.06,282327,23.06,23.06,875638,23.06
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,10000,1353675,436502,35.65,154175,12.59,35.65,478037,12.59
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,15000,1971961,635702,51.92,199200,16.27,51.93,618286,16.28
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,20000,2462762,794186,64.86,158484,12.94,64.85,490801,12.92
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,25000,2795411,901343,73.61,107157,8.75,73.61,332649,8.76
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,30000,3329214,1073428,87.66,172085,14.05,87.67,533803,14.06
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,35000,3362052,1084014,88.53,10586,0.86,88.53,32838,0.86
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,40000,3432624,1106701,90.38,22687,1.85,90.39,70572,1.86
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,45000,3457634,1114992,91.06,8291,0.68,91.05,25010,0.66
Bogra,,16705992B87441692505107,BGD,ADM2,education,DISTANCE,50000,3458009,1115113,91.07,121,0.01,91.06,375,0.01
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,5000,192900,73948,16.74,73948,16.74,16.8,192900,16.8
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,10000,305221,117194,26.53,43246,9.79,26.59,112321,9.78
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,15000,411714,158176,35.81,40982,9.28,35.86,106493,9.28
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,20000,541779,208272,47.15,50096,11.34,47.19,130065,11.33
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,25000,721661,277490,62.82,69218,15.67,62.86,179882,15.67
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,30000,840237,323197,73.17,45707,10.35,73.19,118576,10.33
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,35000,858849,330372,74.8,7175,1.62,74.81,18612,1.62
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,40000,1014484,390307,88.37,59935,13.57,88.37,155635,13.56
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,45000,1063585,409231,92.65,18924,4.28,92.65,49101,4.28
Gopalganj,,16705992B87804307332289,BGD,ADM2,education,DISTANCE,50000,1103254,424451,96.1,15220,3.45,96.1,39669,3.46
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,5000,315076,121905,26.65,121905,26.65,26.64,315076,26.64
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,10000,432984,167452,36.6,45547,9.96,36.6,117908,9.97
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,15000,652180,252408,55.17,84956,18.57,55.13,219196,18.53
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,20000,717076,277475,60.65,25067,5.48,60.62,64896,5.49
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,25000,801434,310082,67.78,32607,7.13,67.75,84358,7.13
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,30000,958548,370790,81.05,60708,13.27,81.03,157114,13.28
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,35000,1049091,405791,88.7,35001,7.65,88.69,90543,7.65
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,40000,1085750,419959,91.79,14168,3.1,91.79,36659,3.1
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,45000,1085852,419999,91.8,40,0.01,91.8,102,0.01
Madaripur,,16705992B87985099055959,BGD,ADM2,education,DISTANCE,50000,1085854,419999,91.8,0,0.0,91.8,2,0.0
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,5000,15096592,4799946,94.89,4799946,94.89,94.91,15096592,94.91
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,10000,15516672,4934255,97.54,134309,2.66,97.55,420080,2.64
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,15000,15697996,4992236,98.69,57981,1.15,98.69,181324,1.14
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,20000,15782421,5019081,99.22,26845,0.53,99.22,84425,0.53
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,25000,15851197,5041054,99.65,21973,0.43,99.65,68776,0.43
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,30000,15851772,5041237,99.66,183,0.0,99.66,575,0.0
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,35000,15853439,5041767,99.67,530,0.01,99.67,1667,0.01
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,40000,15854511,5042116,99.68,349,0.01,99.68,1072,0.01
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,45000,15854910,5042243,99.68,127,0.0,99.68,399,0.0
Dhaka,,16705992B90744549146712,BGD,ADM2,education,DISTANCE,50000,15855369,5042389,99.68,146,0.0,99.68,459,0.0
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,5000,351355,130347,25.66,130347,25.66,25.66,351355,25.66
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,10000,542084,201083,39.58,70736,13.92,39.59,190729,13.93
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,15000,757589,281018,55.31,79935,15.73,55.32,215505,15.74
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,20000,973851,361273,71.11,80255,15.8,71.12,216262,15.79
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,25000,1187003,440396,86.69,79123,15.57,86.68,213152,15.57
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,30000,1257843,466700,91.86,26304,5.18,91.85,70840,5.17
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,35000,1258558,466960,91.91,260,0.05,91.91,715,0.05
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,40000,1258597,466974,91.92,14,0.0,91.91,39,0.0
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,45000,1258600,466975,91.92,1,0.0,91.91,3,0.0
Sherpur,,16705992B90842308963557,BGD,ADM2,education,DISTANCE,50000,1258613,466980,91.92,5,0.0,91.91,13,0.0
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,5000,363875,146959,29.85,146959,29.85,29.85,363875,29.85
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,10000,532812,215214,43.72,68255,13.87,43.71,168937,13.86
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,15000,776546,313625,63.71,98411,19.99,63.7,243734,19.99
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,20000,855803,345659,70.22,32034,6.51,70.21,79257,6.5
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,25000,868491,350787,71.26,5128,1.04,71.25,12688,1.04
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,30000,928958,375216,76.22,24429,4.96,76.21,60467,4.96
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,35000,933796,377172,76.62,1956,0.4,76.6,4838,0.4
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,40000,934203,377336,76.65,164,0.03,76.64,407,0.03
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,45000,959204,387443,78.7,10107,2.05,78.69,25001,2.05
Shariatpur,,16705992B92388810566131,BGD,ADM2,education,DISTANCE,50000,959247,387461,78.71,18,0.0,78.69,43,0.0
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,5000,5261271,2020436,62.31,2020436,62.31,62.33,5261271,62.33
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,10000,6221947,2389426,73.68,368990,11.38,73.72,960676,11.38
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,15000,6814763,2617081,80.71,227655,7.02,80.74,592816,7.02
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,20000,7189632,2761362,85.15,144281,4.45,85.18,374869,4.44
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,25000,7327813,2814848,86.8,53486,1.65,86.82,138181,1.64
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,30000,7501199,2881528,88.86,66680,2.06,88.87,173386,2.05
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,35000,7526475,2891235,89.16,9707,0.3,89.17,25276,0.3
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,40000,7636755,2933806,90.47,42571,1.31,90.48,110280,1.31
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,45000,7647144,2937796,90.6,3990,0.12,90.6,10389,0.12
Chittagong,,16705992B94200136889214,BGD,ADM2,education,DISTANCE,50000,7682765,2951490,91.02,13694,0.42,91.02,35621,0.42
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,5000,1338396,525544,51.91,525544,51.91,51.93,1338396,51.93
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,10000,1799892,706097,69.74,180553,17.83,69.83,461496,17.9
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,15000,2070103,812342,80.23,106245,10.49,80.31,270211,10.48
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,20000,2228891,874879,86.41,62537,6.18,86.47,158788,6.16
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,25000,2232387,876256,86.55,1377,0.14,86.61,3496,0.14
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,30000,2233663,876758,86.6,502,0.05,86.66,1276,0.05
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,35000,2234453,877069,86.63,311,0.03,86.69,790,0.03
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,40000,2244472,881015,87.02,3946,0.39,87.08,10019,0.39
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,45000,2244584,881059,87.02,44,0.0,87.08,112,0.0
Narsingdi,,16705992B95243043657125,BGD,ADM2,education,DISTANCE,50000,2244739,881120,87.03,61,0.01,87.09,155,0.01
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,5000,1139352,498055,31.61,498055,31.61,31.6,1139352,31.6
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,10000,1945814,850515,53.97,352460,22.37,53.96,806462,22.37
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,15000,2808233,1227421,77.89,376906,23.92,77.88,862419,23.92
Noakhali,,16705992B96773862439533,BGD,ADM2,education,DISTANCE,20000,3117721,1362466,86.46,135045,8.57,86.46,309488,8.58
